,@device,@rdgType,value,type,captured_at
336,Workshop,HUMIDITY,41.88,LIGHT+ENV,2021-09-09 14:12:01
335,Workshop,PRESSURE,100603.82813,LIGHT+ENV,2021-09-09 14:12:01
334,Workshop,TEMPERATURE,27.29,LIGHT+ENV,2021-09-09 14:12:01
333,Workshop,LUX,1995.0,LIGHT+ENV,2021-09-09 14:12:01
337,Workshop,HUMIDITY,44.17,LIGHT+ENV,2021-09-09 14:13:05
338,Workshop,TEMPERATURE,27.41,LIGHT+ENV,2021-09-09 14:13:05
339,Workshop,PRESSURE,100604.07813,LIGHT+ENV,2021-09-09 14:13:05
340,Workshop,LUX,2043.0,LIGHT+ENV,2021-09-09 14:13:05
341,Workshop,PRESSURE,100605.07813,LIGHT+ENV,2021-09-09 14:15:04
342,Workshop,TEMPERATURE,27.55,LIGHT+ENV,2021-09-09 14:15:04
343,Workshop,HUMIDITY,44.59,LIGHT+ENV,2021-09-09 14:15:04
344,Workshop,LUX,2063.0,LIGHT+ENV,2021-09-09 14:15:04
345,Workshop,HUMIDITY,45.01,LIGHT+ENV,2021-09-09 14:17:02
346,Workshop,TEMPERATURE,27.66,LIGHT+ENV,2021-09-09 14:17:02
347,Workshop,PRESSURE,100590.84375,LIGHT+ENV,2021-09-09 14:17:02
348,Workshop,LUX,2047.0,LIGHT+ENV,2021-09-09 14:17:02
352,Workshop,HUMIDITY,44.09,LIGHT+ENV,2021-09-09 14:19:00
351,Workshop,LUX,2047.0,LIGHT+ENV,2021-09-09 14:19:00
349,Workshop,TEMPERATURE,27.7,LIGHT+ENV,2021-09-09 14:19:00
350,Workshop,PRESSURE,100585.96875,LIGHT+ENV,2021-09-09 14:19:00
353,Workshop,TEMPERATURE,27.43,LIGHT+ENV,2021-09-09 14:20:05
354,Workshop,LUX,1423.0,LIGHT+ENV,2021-09-09 14:20:05
355,Workshop,PRESSURE,100583.97656,LIGHT+ENV,2021-09-09 14:20:05
356,Workshop,HUMIDITY,38.83,LIGHT+ENV,2021-09-09 14:20:05
357,Workshop,PRESSURE,100591.70313,LIGHT+ENV,2021-09-09 14:22:03
358,Workshop,LUX,1392.0,LIGHT+ENV,2021-09-09 14:22:03
359,Workshop,TEMPERATURE,27.08,LIGHT+ENV,2021-09-09 14:22:03
360,Workshop,HUMIDITY,39.56,LIGHT+ENV,2021-09-09 14:22:03
361,Workshop,TEMPERATURE,26.73,LIGHT+ENV,2021-09-09 14:24:02
362,Workshop,LUX,1614.0,LIGHT+ENV,2021-09-09 14:24:02
363,Workshop,HUMIDITY,38.06,LIGHT+ENV,2021-09-09 14:24:02
364,Workshop,PRESSURE,100585.3125,LIGHT+ENV,2021-09-09 14:24:02
366,Workshop,TEMPERATURE,26.46,LIGHT+ENV,2021-09-09 14:26:01
368,Workshop,HUMIDITY,39.34,LIGHT+ENV,2021-09-09 14:26:01
365,Workshop,PRESSURE,100591.60938,LIGHT+ENV,2021-09-09 14:26:01
367,Workshop,LUX,1725.0,LIGHT+ENV,2021-09-09 14:26:01
369,Workshop,PRESSURE,100575.39063,LIGHT+ENV,2021-09-09 14:28:00
370,Workshop,LUX,1761.0,LIGHT+ENV,2021-09-09 14:28:00
371,Workshop,TEMPERATURE,26.27,LIGHT+ENV,2021-09-09 14:28:00
372,Workshop,HUMIDITY,35.47,LIGHT+ENV,2021-09-09 14:28:00
373,Workshop,TEMPERATURE,26.21,LIGHT+ENV,2021-09-09 14:29:04
374,Workshop,HUMIDITY,45.67,LIGHT+ENV,2021-09-09 14:29:04
375,Workshop,PRESSURE,100574.27344,LIGHT+ENV,2021-09-09 14:29:04
376,Workshop,LUX,1696.0,LIGHT+ENV,2021-09-09 14:29:04
379,Workshop,TEMPERATURE,25.4,LIGHT+ENV,2021-09-09 14:31:02
377,Workshop,LUX,1725.0,LIGHT+ENV,2021-09-09 14:31:02
378,Workshop,HUMIDITY,44.2,LIGHT+ENV,2021-09-09 14:31:02
380,Workshop,PRESSURE,100415.63281,LIGHT+ENV,2021-09-09 14:31:02
384,Workshop,HUMIDITY,46.31,LIGHT+ENV,2021-09-09 14:33:01
382,Workshop,LUX,1736.0,LIGHT+ENV,2021-09-09 14:33:01
381,Workshop,TEMPERATURE,26.61,LIGHT+ENV,2021-09-09 14:33:01
383,Workshop,PRESSURE,100569.78125,LIGHT+ENV,2021-09-09 14:33:01
385,Workshop,HUMIDITY,46.84,LIGHT+ENV,2021-09-09 14:35:00
386,Workshop,LUX,1825.0,LIGHT+ENV,2021-09-09 14:35:00
387,Workshop,TEMPERATURE,26.81,LIGHT+ENV,2021-09-09 14:35:00
388,Workshop,PRESSURE,100567.17188,LIGHT+ENV,2021-09-09 14:35:00
389,Workshop,HUMIDITY,46.72,LIGHT+ENV,2021-09-09 14:36:04
390,Workshop,TEMPERATURE,26.98,LIGHT+ENV,2021-09-09 14:36:04
391,Workshop,LUX,1728.0,LIGHT+ENV,2021-09-09 14:36:04
392,Workshop,PRESSURE,100570.15625,LIGHT+ENV,2021-09-09 14:36:04
393,Workshop,HUMIDITY,50.1,LIGHT+ENV,2021-09-09 14:38:02
394,Workshop,PRESSURE,100562.78125,LIGHT+ENV,2021-09-09 14:38:02
395,Workshop,LUX,1608.0,LIGHT+ENV,2021-09-09 14:38:02
396,Workshop,TEMPERATURE,27.08,LIGHT+ENV,2021-09-09 14:38:02
400,Workshop,TEMPERATURE,27.19,LIGHT+ENV,2021-09-09 14:40:00
399,Workshop,LUX,1488.0,LIGHT+ENV,2021-09-09 14:40:00
398,Workshop,HUMIDITY,52.37,LIGHT+ENV,2021-09-09 14:40:00
397,Workshop,PRESSURE,100567.03125,LIGHT+ENV,2021-09-09 14:40:00
401,Workshop,TEMPERATURE,27.2,LIGHT+ENV,2021-09-09 14:41:05
402,Workshop,PRESSURE,100554.59375,LIGHT+ENV,2021-09-09 14:41:05
403,Workshop,LUX,1482.0,LIGHT+ENV,2021-09-09 14:41:05
404,Workshop,HUMIDITY,48.66,LIGHT+ENV,2021-09-09 14:41:05
405,Workshop,LUX,1383.0,LIGHT+ENV,2021-09-09 14:43:03
406,Workshop,HUMIDITY,46.8,LIGHT+ENV,2021-09-09 14:43:03
407,Workshop,TEMPERATURE,27.26,LIGHT+ENV,2021-09-09 14:43:03
408,Workshop,PRESSURE,100552.09375,LIGHT+ENV,2021-09-09 14:43:03
409,Workshop,HUMIDITY,39.78,LIGHT+ENV,2021-09-09 14:45:02
410,Workshop,TEMPERATURE,27.15,LIGHT+ENV,2021-09-09 14:45:02
411,Workshop,LUX,1191.0,LIGHT+ENV,2021-09-09 14:45:02
412,Workshop,PRESSURE,100541.0,LIGHT+ENV,2021-09-09 14:45:02
416,Workshop,PRESSURE,100539.39063,LIGHT+ENV,2021-09-09 14:47:00
415,Workshop,LUX,1111.0,LIGHT+ENV,2021-09-09 14:47:00
413,Workshop,TEMPERATURE,26.87,LIGHT+ENV,2021-09-09 14:47:00
414,Workshop,HUMIDITY,37.53,LIGHT+ENV,2021-09-09 14:47:00
417,Workshop,HUMIDITY,41.32,LIGHT+ENV,2021-09-09 14:49:00
418,Workshop,PRESSURE,100535.34375,LIGHT+ENV,2021-09-09 14:49:00
419,Workshop,LUX,905.0,LIGHT+ENV,2021-09-09 14:49:00
420,Workshop,TEMPERATURE,26.57,LIGHT+ENV,2021-09-09 14:49:00
421,Workshop,TEMPERATURE,26.23,LIGHT+ENV,2021-09-09 14:51:01
422,Workshop,LUX,714.0,LIGHT+ENV,2021-09-09 14:51:01
423,Workshop,PRESSURE,100538.96875,LIGHT+ENV,2021-09-09 14:51:01
424,Workshop,HUMIDITY,38.54,LIGHT+ENV,2021-09-09 14:51:01
428,Workshop,HUMIDITY,38.16,LIGHT+ENV,2021-09-09 14:53:01
425,Workshop,TEMPERATURE,26.12,LIGHT+ENV,2021-09-09 14:53:01
426,Workshop,PRESSURE,100539.0625,LIGHT+ENV,2021-09-09 14:53:01
427,Workshop,LUX,882.0,LIGHT+ENV,2021-09-09 14:53:01
432,Workshop,HUMIDITY,44.04,LIGHT+ENV,2021-09-09 14:54:05
431,Workshop,PRESSURE,100543.27344,LIGHT+ENV,2021-09-09 14:54:05
430,Workshop,LUX,733.0,LIGHT+ENV,2021-09-09 14:54:05
429,Workshop,TEMPERATURE,26.31,LIGHT+ENV,2021-09-09 14:54:05
433,Workshop,HUMIDITY,49.19,LIGHT+ENV,2021-09-09 14:57:00
434,Workshop,LUX,900.0,LIGHT+ENV,2021-09-09 14:57:00
435,Workshop,PRESSURE,100535.39844,LIGHT+ENV,2021-09-09 14:57:00
436,Workshop,TEMPERATURE,26.53,LIGHT+ENV,2021-09-09 14:57:00
440,Workshop,TEMPERATURE,26.64,LIGHT+ENV,2021-09-09 14:58:04
437,Workshop,HUMIDITY,51.12,LIGHT+ENV,2021-09-09 14:58:04
438,Workshop,PRESSURE,100531.65625,LIGHT+ENV,2021-09-09 14:58:04
439,Workshop,LUX,1019.0,LIGHT+ENV,2021-09-09 14:58:04
443,Workshop,LUX,1032.0,LIGHT+ENV,2021-09-09 15:00:03
444,Workshop,TEMPERATURE,26.76,LIGHT+ENV,2021-09-09 15:00:03
441,Workshop,PRESSURE,100541.57031,LIGHT+ENV,2021-09-09 15:00:03
442,Workshop,HUMIDITY,57.64,LIGHT+ENV,2021-09-09 15:00:03
448,Workshop,HUMIDITY,50.51,LIGHT+ENV,2021-09-09 15:02:01
447,Workshop,LUX,984.0,LIGHT+ENV,2021-09-09 15:02:01
446,Workshop,TEMPERATURE,26.86,LIGHT+ENV,2021-09-09 15:02:01
445,Workshop,PRESSURE,100541.42188,LIGHT+ENV,2021-09-09 15:02:01
449,Workshop,PRESSURE,100540.10938,LIGHT+ENV,2021-09-09 15:04:00
450,Workshop,TEMPERATURE,26.95,LIGHT+ENV,2021-09-09 15:04:00
451,Workshop,HUMIDITY,50.28,LIGHT+ENV,2021-09-09 15:04:00
452,Workshop,LUX,1057.0,LIGHT+ENV,2021-09-09 15:04:00
453,Workshop,PRESSURE,100540.53906,LIGHT+ENV,2021-09-09 15:06:00
454,Workshop,HUMIDITY,43.93,LIGHT+ENV,2021-09-09 15:06:00
455,Workshop,LUX,1056.0,LIGHT+ENV,2021-09-09 15:06:00
456,Workshop,TEMPERATURE,26.93,LIGHT+ENV,2021-09-09 15:06:00
460,Workshop,LUX,1109.0,LIGHT+ENV,2021-09-09 15:07:04
457,Workshop,PRESSURE,100536.3125,LIGHT+ENV,2021-09-09 15:07:04
458,Workshop,HUMIDITY,39.37,LIGHT+ENV,2021-09-09 15:07:04
459,Workshop,TEMPERATURE,26.78,LIGHT+ENV,2021-09-09 15:07:04
464,Workshop,HUMIDITY,37.73,LIGHT+ENV,2021-09-09 15:09:03
463,Workshop,LUX,1034.0,LIGHT+ENV,2021-09-09 15:09:03
461,Workshop,TEMPERATURE,26.42,LIGHT+ENV,2021-09-09 15:09:03
462,Workshop,PRESSURE,100529.10938,LIGHT+ENV,2021-09-09 15:09:03
465,Workshop,HUMIDITY,36.95,LIGHT+ENV,2021-09-09 15:11:01
466,Workshop,TEMPERATURE,26.16,LIGHT+ENV,2021-09-09 15:11:01
467,Workshop,PRESSURE,100525.79688,LIGHT+ENV,2021-09-09 15:11:01
468,Workshop,LUX,1057.0,LIGHT+ENV,2021-09-09 15:11:01
471,Workshop,HUMIDITY,38.79,LIGHT+ENV,2021-09-09 15:12:05
469,Workshop,PRESSURE,100515.1875,LIGHT+ENV,2021-09-09 15:12:05
470,Workshop,LUX,925.0,LIGHT+ENV,2021-09-09 15:12:05
472,Workshop,TEMPERATURE,25.93,LIGHT+ENV,2021-09-09 15:12:05
476,Workshop,TEMPERATURE,26.08,LIGHT+ENV,2021-09-09 15:14:04
475,Workshop,HUMIDITY,48.07,LIGHT+ENV,2021-09-09 15:14:04
474,Workshop,PRESSURE,100510.28125,LIGHT+ENV,2021-09-09 15:14:04
473,Workshop,LUX,972.0,LIGHT+ENV,2021-09-09 15:14:04
477,Workshop,HUMIDITY,57.24,LIGHT+ENV,2021-09-09 15:16:03
478,Workshop,LUX,955.0,LIGHT+ENV,2021-09-09 15:16:03
479,Workshop,PRESSURE,100505.25,LIGHT+ENV,2021-09-09 15:16:03
480,Workshop,TEMPERATURE,26.27,LIGHT+ENV,2021-09-09 15:16:03
481,Workshop,LUX,949.0,LIGHT+ENV,2021-09-09 15:18:02
482,Workshop,HUMIDITY,49.64,LIGHT+ENV,2021-09-09 15:18:02
483,Workshop,TEMPERATURE,26.34,LIGHT+ENV,2021-09-09 15:18:02
484,Workshop,PRESSURE,100505.95313,LIGHT+ENV,2021-09-09 15:18:02
487,Workshop,TEMPERATURE,26.45,LIGHT+ENV,2021-09-09 15:20:00
488,Workshop,HUMIDITY,50.93,LIGHT+ENV,2021-09-09 15:20:00
485,Workshop,LUX,990.0,LIGHT+ENV,2021-09-09 15:20:00
486,Workshop,PRESSURE,100497.39844,LIGHT+ENV,2021-09-09 15:20:00
489,Workshop,HUMIDITY,54.23,LIGHT+ENV,2021-09-09 15:21:04
490,Workshop,PRESSURE,100493.65625,LIGHT+ENV,2021-09-09 15:21:04
491,Workshop,LUX,976.0,LIGHT+ENV,2021-09-09 15:21:04
492,Workshop,TEMPERATURE,26.56,LIGHT+ENV,2021-09-09 15:21:04
493,Workshop,TEMPERATURE,26.66,LIGHT+ENV,2021-09-09 15:23:02
494,Workshop,PRESSURE,100484.29688,LIGHT+ENV,2021-09-09 15:23:02
495,Workshop,HUMIDITY,54.52,LIGHT+ENV,2021-09-09 15:23:02
496,Workshop,LUX,920.0,LIGHT+ENV,2021-09-09 15:23:02
500,Workshop,PRESSURE,100478.52344,LIGHT+ENV,2021-09-09 15:25:00
497,Workshop,LUX,856.0,LIGHT+ENV,2021-09-09 15:25:00
498,Workshop,TEMPERATURE,26.8,LIGHT+ENV,2021-09-09 15:25:00
499,Workshop,HUMIDITY,54.07,LIGHT+ENV,2021-09-09 15:25:00
503,Workshop,PRESSURE,100472.54688,LIGHT+ENV,2021-09-09 15:26:05
504,Workshop,HUMIDITY,42.83,LIGHT+ENV,2021-09-09 15:26:05
501,Workshop,LUX,815.0,LIGHT+ENV,2021-09-09 15:26:05
502,Workshop,TEMPERATURE,26.78,LIGHT+ENV,2021-09-09 15:26:05
506,Workshop,TEMPERATURE,26.53,LIGHT+ENV,2021-09-09 15:28:03
507,Workshop,HUMIDITY,40.17,LIGHT+ENV,2021-09-09 15:28:03
505,Workshop,LUX,804.0,LIGHT+ENV,2021-09-09 15:28:03
508,Workshop,PRESSURE,100468.03125,LIGHT+ENV,2021-09-09 15:28:03
512,Workshop,PRESSURE,100467.57031,LIGHT+ENV,2021-09-09 15:30:01
511,Workshop,LUX,832.0,LIGHT+ENV,2021-09-09 15:30:01
509,Workshop,HUMIDITY,37.52,LIGHT+ENV,2021-09-09 15:30:01
510,Workshop,TEMPERATURE,26.28,LIGHT+ENV,2021-09-09 15:30:01
513,Workshop,LUX,862.0,LIGHT+ENV,2021-09-09 15:32:00
514,Workshop,PRESSURE,100468.70313,LIGHT+ENV,2021-09-09 15:32:00
515,Workshop,HUMIDITY,37.38,LIGHT+ENV,2021-09-09 15:32:00
516,Workshop,TEMPERATURE,25.99,LIGHT+ENV,2021-09-09 15:32:00
517,Workshop,LUX,904.0,LIGHT+ENV,2021-09-09 15:33:04
518,Workshop,PRESSURE,100474.47656,LIGHT+ENV,2021-09-09 15:33:04
519,Workshop,HUMIDITY,39.03,LIGHT+ENV,2021-09-09 15:33:04
520,Workshop,TEMPERATURE,25.81,LIGHT+ENV,2021-09-09 15:33:04
521,Workshop,PRESSURE,100473.17188,LIGHT+ENV,2021-09-09 15:35:02
522,Workshop,LUX,818.0,LIGHT+ENV,2021-09-09 15:35:02
523,Workshop,TEMPERATURE,25.9,LIGHT+ENV,2021-09-09 15:35:02
524,Workshop,HUMIDITY,45.09,LIGHT+ENV,2021-09-09 15:35:02
528,Workshop,HUMIDITY,53.08,LIGHT+ENV,2021-09-09 15:37:00
527,Workshop,TEMPERATURE,26.07,LIGHT+ENV,2021-09-09 15:37:00
526,Workshop,LUX,911.0,LIGHT+ENV,2021-09-09 15:37:00
525,Workshop,PRESSURE,100482.61719,LIGHT+ENV,2021-09-09 15:37:00
529,Workshop,LUX,970.0,LIGHT+ENV,2021-09-09 15:38:04
530,Workshop,PRESSURE,100472.09375,LIGHT+ENV,2021-09-09 15:38:04
531,Workshop,HUMIDITY,52.66,LIGHT+ENV,2021-09-09 15:38:04
532,Workshop,TEMPERATURE,26.18,LIGHT+ENV,2021-09-09 15:38:04
533,Workshop,LUX,1090.0,LIGHT+ENV,2021-09-09 15:40:03
534,Workshop,HUMIDITY,51.98,LIGHT+ENV,2021-09-09 15:40:03
535,Workshop,PRESSURE,100463.85938,LIGHT+ENV,2021-09-09 15:40:03
536,Workshop,TEMPERATURE,26.34,LIGHT+ENV,2021-09-09 15:40:03
537,Workshop,TEMPERATURE,26.48,LIGHT+ENV,2021-09-09 15:42:01
538,Workshop,HUMIDITY,55.02,LIGHT+ENV,2021-09-09 15:42:01
539,Workshop,PRESSURE,100465.6875,LIGHT+ENV,2021-09-09 15:42:01
540,Workshop,LUX,1209.0,LIGHT+ENV,2021-09-09 15:42:01
544,Workshop,TEMPERATURE,26.57,LIGHT+ENV,2021-09-09 15:43:05
543,Workshop,HUMIDITY,54.34,LIGHT+ENV,2021-09-09 15:43:05
541,Workshop,PRESSURE,100467.96875,LIGHT+ENV,2021-09-09 15:43:05
542,Workshop,LUX,1061.0,LIGHT+ENV,2021-09-09 15:43:05
545,Workshop,PRESSURE,100467.45313,LIGHT+ENV,2021-09-09 15:45:03
546,Workshop,HUMIDITY,51.2,LIGHT+ENV,2021-09-09 15:45:03
547,Workshop,TEMPERATURE,26.69,LIGHT+ENV,2021-09-09 15:45:03
548,Workshop,LUX,966.0,LIGHT+ENV,2021-09-09 15:45:03
549,Workshop,TEMPERATURE,26.64,LIGHT+ENV,2021-09-09 15:47:01
550,Workshop,LUX,983.0,LIGHT+ENV,2021-09-09 15:47:01
551,Workshop,PRESSURE,100467.09375,LIGHT+ENV,2021-09-09 15:47:01
552,Workshop,HUMIDITY,42.59,LIGHT+ENV,2021-09-09 15:47:01
553,Workshop,PRESSURE,100467.00781,LIGHT+ENV,2021-09-09 15:49:00
554,Workshop,LUX,933.0,LIGHT+ENV,2021-09-09 15:49:00
555,Workshop,TEMPERATURE,26.4,LIGHT+ENV,2021-09-09 15:49:00
556,Workshop,HUMIDITY,39.44,LIGHT+ENV,2021-09-09 15:49:00
558,Workshop,TEMPERATURE,26.19,LIGHT+ENV,2021-09-09 15:50:04
560,Workshop,LUX,782.0,LIGHT+ENV,2021-09-09 15:50:04
557,Workshop,HUMIDITY,37.76,LIGHT+ENV,2021-09-09 15:50:04
559,Workshop,PRESSURE,100465.27344,LIGHT+ENV,2021-09-09 15:50:04
561,Workshop,HUMIDITY,36.83,LIGHT+ENV,2021-09-09 15:52:02
562,Workshop,PRESSURE,100463.90625,LIGHT+ENV,2021-09-09 15:52:02
563,Workshop,TEMPERATURE,25.96,LIGHT+ENV,2021-09-09 15:52:02
564,Workshop,LUX,690.0,LIGHT+ENV,2021-09-09 15:52:02
565,Workshop,PRESSURE,100467.38281,LIGHT+ENV,2021-09-09 15:54:00
566,Workshop,LUX,732.0,LIGHT+ENV,2021-09-09 15:54:00
567,Workshop,TEMPERATURE,25.7,LIGHT+ENV,2021-09-09 15:54:00
568,Workshop,HUMIDITY,36.22,LIGHT+ENV,2021-09-09 15:54:00
571,Workshop,TEMPERATURE,25.56,LIGHT+ENV,2021-09-09 15:55:05
569,Workshop,HUMIDITY,38.83,LIGHT+ENV,2021-09-09 15:55:05
570,Workshop,PRESSURE,100473.90625,LIGHT+ENV,2021-09-09 15:55:05
572,Workshop,LUX,758.0,LIGHT+ENV,2021-09-09 15:55:05
576,Workshop,HUMIDITY,41.39,LIGHT+ENV,2021-09-09 15:57:03
575,Workshop,TEMPERATURE,25.69,LIGHT+ENV,2021-09-09 15:57:03
574,Workshop,PRESSURE,100472.17188,LIGHT+ENV,2021-09-09 15:57:03
573,Workshop,LUX,727.0,LIGHT+ENV,2021-09-09 15:57:03
577,Workshop,PRESSURE,100470.0,LIGHT+ENV,2021-09-09 15:59:01
578,Workshop,HUMIDITY,45.24,LIGHT+ENV,2021-09-09 15:59:01
579,Workshop,LUX,712.0,LIGHT+ENV,2021-09-09 15:59:01
580,Workshop,TEMPERATURE,25.88,LIGHT+ENV,2021-09-09 15:59:01
581,Workshop,TEMPERATURE,26.02,LIGHT+ENV,2021-09-09 16:00:05
582,Workshop,PRESSURE,100464.25,LIGHT+ENV,2021-09-09 16:00:05
583,Workshop,LUX,738.0,LIGHT+ENV,2021-09-09 16:00:05
584,Workshop,HUMIDITY,49.55,LIGHT+ENV,2021-09-09 16:00:05
585,Workshop,HUMIDITY,51.32,LIGHT+ENV,2021-09-09 16:02:03
586,Workshop,LUX,828.0,LIGHT+ENV,2021-09-09 16:02:03
587,Workshop,TEMPERATURE,26.16,LIGHT+ENV,2021-09-09 16:02:03
588,Workshop,PRESSURE,100464.09375,LIGHT+ENV,2021-09-09 16:02:03
592,Workshop,TEMPERATURE,26.27,LIGHT+ENV,2021-09-09 16:04:02
591,Workshop,PRESSURE,100463.17188,LIGHT+ENV,2021-09-09 16:04:02
589,Workshop,HUMIDITY,44.58,LIGHT+ENV,2021-09-09 16:04:02
590,Workshop,LUX,917.0,LIGHT+ENV,2021-09-09 16:04:02
593,Workshop,LUX,946.0,LIGHT+ENV,2021-09-09 16:06:00
594,Workshop,PRESSURE,100469.03125,LIGHT+ENV,2021-09-09 16:06:00
595,Workshop,TEMPERATURE,26.4,LIGHT+ENV,2021-09-09 16:06:00
596,Workshop,HUMIDITY,45.05,LIGHT+ENV,2021-09-09 16:06:00
597,Workshop,HUMIDITY,45.65,LIGHT+ENV,2021-09-09 16:07:04
598,Workshop,TEMPERATURE,26.51,LIGHT+ENV,2021-09-09 16:07:04
599,Workshop,PRESSURE,100476.09375,LIGHT+ENV,2021-09-09 16:07:04
600,Workshop,LUX,927.0,LIGHT+ENV,2021-09-09 16:07:04
601,Workshop,TEMPERATURE,26.37,LIGHT+ENV,2021-09-09 16:09:02
602,Workshop,HUMIDITY,39.93,LIGHT+ENV,2021-09-09 16:09:02
603,Workshop,PRESSURE,100467.85156,LIGHT+ENV,2021-09-09 16:09:02
604,Workshop,LUX,886.0,LIGHT+ENV,2021-09-09 16:09:02
608,Workshop,PRESSURE,100466.89063,LIGHT+ENV,2021-09-09 16:11:01
607,Workshop,TEMPERATURE,26.16,LIGHT+ENV,2021-09-09 16:11:01
606,Workshop,HUMIDITY,38.61,LIGHT+ENV,2021-09-09 16:11:01
605,Workshop,LUX,872.0,LIGHT+ENV,2021-09-09 16:11:01
609,Workshop,LUX,911.0,LIGHT+ENV,2021-09-09 16:12:05
610,Workshop,TEMPERATURE,25.94,LIGHT+ENV,2021-09-09 16:12:05
611,Workshop,HUMIDITY,36.72,LIGHT+ENV,2021-09-09 16:12:05
612,Workshop,PRESSURE,100466.3125,LIGHT+ENV,2021-09-09 16:12:05
613,Workshop,TEMPERATURE,25.74,LIGHT+ENV,2021-09-09 16:14:03
614,Workshop,PRESSURE,100468.13281,LIGHT+ENV,2021-09-09 16:14:03
615,Workshop,LUX,814.0,LIGHT+ENV,2021-09-09 16:14:03
616,Workshop,HUMIDITY,36.34,LIGHT+ENV,2021-09-09 16:14:03
617,Workshop,TEMPERATURE,25.52,LIGHT+ENV,2021-09-09 16:16:01
618,Workshop,HUMIDITY,35.47,LIGHT+ENV,2021-09-09 16:16:01
619,Workshop,LUX,700.0,LIGHT+ENV,2021-09-09 16:16:01
620,Workshop,PRESSURE,100462.72656,LIGHT+ENV,2021-09-09 16:16:01
624,Workshop,PRESSURE,100470.11719,LIGHT+ENV,2021-09-09 16:18:00
623,Workshop,HUMIDITY,37.75,LIGHT+ENV,2021-09-09 16:18:00
622,Workshop,TEMPERATURE,25.31,LIGHT+ENV,2021-09-09 16:18:00
621,Workshop,LUX,745.0,LIGHT+ENV,2021-09-09 16:18:00
625,Workshop,HUMIDITY,45.81,LIGHT+ENV,2021-09-09 16:19:04
626,Workshop,TEMPERATURE,25.47,LIGHT+ENV,2021-09-09 16:19:04
627,Workshop,LUX,688.0,LIGHT+ENV,2021-09-09 16:19:04
628,Workshop,PRESSURE,100465.96875,LIGHT+ENV,2021-09-09 16:19:04
629,Workshop,PRESSURE,100461.02344,LIGHT+ENV,2021-09-09 16:21:02
630,Workshop,HUMIDITY,50.07,LIGHT+ENV,2021-09-09 16:21:02
631,Workshop,TEMPERATURE,25.65,LIGHT+ENV,2021-09-09 16:21:02
632,Workshop,LUX,760.0,LIGHT+ENV,2021-09-09 16:21:02
633,Workshop,LUX,837.0,LIGHT+ENV,2021-09-09 16:23:00
634,Workshop,PRESSURE,100466.0625,LIGHT+ENV,2021-09-09 16:23:00
635,Workshop,HUMIDITY,49.71,LIGHT+ENV,2021-09-09 16:23:00
636,Workshop,TEMPERATURE,25.81,LIGHT+ENV,2021-09-09 16:23:00
640,Workshop,PRESSURE,100473.52344,LIGHT+ENV,2021-09-09 16:24:04
639,Workshop,TEMPERATURE,25.95,LIGHT+ENV,2021-09-09 16:24:04
637,Workshop,HUMIDITY,47.23,LIGHT+ENV,2021-09-09 16:24:04
638,Workshop,LUX,935.0,LIGHT+ENV,2021-09-09 16:24:04
641,Workshop,HUMIDITY,45.57,LIGHT+ENV,2021-09-09 16:26:03
642,Workshop,LUX,923.0,LIGHT+ENV,2021-09-09 16:26:03
643,Workshop,TEMPERATURE,26.05,LIGHT+ENV,2021-09-09 16:26:03
644,Workshop,PRESSURE,100466.21094,LIGHT+ENV,2021-09-09 16:26:03
645,Workshop,PRESSURE,100457.21875,LIGHT+ENV,2021-09-09 16:28:01
646,Workshop,LUX,824.0,LIGHT+ENV,2021-09-09 16:28:01
647,Workshop,TEMPERATURE,26.21,LIGHT+ENV,2021-09-09 16:28:01
648,Workshop,HUMIDITY,48.35,LIGHT+ENV,2021-09-09 16:28:01
651,Workshop,TEMPERATURE,26.07,LIGHT+ENV,2021-09-09 16:29:05
652,Workshop,PRESSURE,100463.79688,LIGHT+ENV,2021-09-09 16:29:05
649,Workshop,HUMIDITY,39.98,LIGHT+ENV,2021-09-09 16:29:05
650,Workshop,LUX,798.0,LIGHT+ENV,2021-09-09 16:29:05
653,Workshop,HUMIDITY,37.68,LIGHT+ENV,2021-09-09 16:31:03
654,Workshop,TEMPERATURE,25.84,LIGHT+ENV,2021-09-09 16:31:03
655,Workshop,PRESSURE,100464.40625,LIGHT+ENV,2021-09-09 16:31:03
656,Workshop,LUX,736.0,LIGHT+ENV,2021-09-09 16:31:03
657,Workshop,TEMPERATURE,25.62,LIGHT+ENV,2021-09-09 16:33:02
658,Workshop,LUX,595.0,LIGHT+ENV,2021-09-09 16:33:02
659,Workshop,PRESSURE,100466.63281,LIGHT+ENV,2021-09-09 16:33:02
660,Workshop,HUMIDITY,37.29,LIGHT+ENV,2021-09-09 16:33:02
664,Workshop,HUMIDITY,36.51,LIGHT+ENV,2021-09-09 16:35:00
661,Workshop,PRESSURE,100450.45313,LIGHT+ENV,2021-09-09 16:35:00
662,Workshop,TEMPERATURE,25.39,LIGHT+ENV,2021-09-09 16:35:00
663,Workshop,LUX,608.0,LIGHT+ENV,2021-09-09 16:35:00
667,Workshop,LUX,508.0,LIGHT+ENV,2021-09-09 16:36:04
668,Workshop,PRESSURE,100452.22656,LIGHT+ENV,2021-09-09 16:36:04
665,Workshop,TEMPERATURE,25.14,LIGHT+ENV,2021-09-09 16:36:04
666,Workshop,HUMIDITY,39.16,LIGHT+ENV,2021-09-09 16:36:04
