,@device,@rdgType,value,type,captured_at
13115,Workshop,PRESSURE,102280.02344,LIGHT+ENV,2021-09-16 12:36:02
13116,Workshop,LUX,2087.0,LIGHT+ENV,2021-09-16 12:36:02
13117,Workshop,LUX,1967.0,LIGHT+ENV,2021-09-16 12:38:03
13118,Workshop,PRESSURE,102278.90625,LIGHT+ENV,2021-09-16 12:38:03
13119,Workshop,HUMIDITY,53.78,LIGHT+ENV,2021-09-16 12:38:03
13120,Workshop,TEMPERATURE,25.64,LIGHT+ENV,2021-09-16 12:38:03
13123,Workshop,LUX,1705.0,LIGHT+ENV,2021-09-16 12:40:04
13124,Workshop,HUMIDITY,52.83,LIGHT+ENV,2021-09-16 12:40:04
13122,Workshop,TEMPERATURE,25.65,LIGHT+ENV,2021-09-16 12:40:04
13121,Workshop,PRESSURE,102282.50781,LIGHT+ENV,2021-09-16 12:40:04
13125,Workshop,HUMIDITY,53.31,LIGHT+ENV,2021-09-16 12:42:04
13126,Workshop,TEMPERATURE,25.7,LIGHT+ENV,2021-09-16 12:42:04
13127,Workshop,PRESSURE,102289.82813,LIGHT+ENV,2021-09-16 12:42:04
13128,Workshop,LUX,1384.0,LIGHT+ENV,2021-09-16 12:42:04
13129,Workshop,TEMPERATURE,25.64,LIGHT+ENV,2021-09-16 12:44:05
13130,Workshop,HUMIDITY,55.27,LIGHT+ENV,2021-09-16 12:44:05
13131,Workshop,PRESSURE,102290.11719,LIGHT+ENV,2021-09-16 12:44:05
13132,Workshop,LUX,962.0,LIGHT+ENV,2021-09-16 12:44:05
13133,Workshop,LUX,1008.0,LIGHT+ENV,2021-09-16 12:46:05
13134,Workshop,TEMPERATURE,25.71,LIGHT+ENV,2021-09-16 12:46:05
13135,Workshop,PRESSURE,102297.86719,LIGHT+ENV,2021-09-16 12:46:05
13136,Workshop,HUMIDITY,53.81,LIGHT+ENV,2021-09-16 12:46:05
13140,Workshop,LUX,1064.0,LIGHT+ENV,2021-09-16 12:49:00
13139,Workshop,HUMIDITY,54.72,LIGHT+ENV,2021-09-16 12:49:00
13138,Workshop,TEMPERATURE,25.64,LIGHT+ENV,2021-09-16 12:49:00
13137,Workshop,PRESSURE,102303.34375,LIGHT+ENV,2021-09-16 12:49:00
13141,Workshop,HUMIDITY,55.02,LIGHT+ENV,2021-09-16 12:51:00
13142,Workshop,TEMPERATURE,25.6,LIGHT+ENV,2021-09-16 12:51:00
13143,Workshop,LUX,840.0,LIGHT+ENV,2021-09-16 12:51:00
13144,Workshop,PRESSURE,102308.85938,LIGHT+ENV,2021-09-16 12:51:00
13145,Workshop,PRESSURE,102307.1875,LIGHT+ENV,2021-09-16 12:53:00
13146,Workshop,HUMIDITY,56.26,LIGHT+ENV,2021-09-16 12:53:00
13147,Workshop,TEMPERATURE,25.36,LIGHT+ENV,2021-09-16 12:53:00
13148,Workshop,LUX,906.0,LIGHT+ENV,2021-09-16 12:53:00
13149,Workshop,LUX,1066.0,LIGHT+ENV,2021-09-16 12:55:00
13150,Workshop,PRESSURE,102308.88281,LIGHT+ENV,2021-09-16 12:55:00
13151,Workshop,HUMIDITY,54.74,LIGHT+ENV,2021-09-16 12:55:00
13152,Workshop,TEMPERATURE,25.41,LIGHT+ENV,2021-09-16 12:55:00
13156,Workshop,TEMPERATURE,25.39,LIGHT+ENV,2021-09-16 12:57:01
13155,Workshop,LUX,666.0,LIGHT+ENV,2021-09-16 12:57:01
13153,Workshop,PRESSURE,102316.85938,LIGHT+ENV,2021-09-16 12:57:01
13154,Workshop,HUMIDITY,56.17,LIGHT+ENV,2021-09-16 12:57:01
13157,Workshop,LUX,693.0,LIGHT+ENV,2021-09-16 12:59:01
13158,Workshop,HUMIDITY,54.83,LIGHT+ENV,2021-09-16 12:59:01
13159,Workshop,PRESSURE,102313.53125,LIGHT+ENV,2021-09-16 12:59:01
13160,Workshop,TEMPERATURE,25.33,LIGHT+ENV,2021-09-16 12:59:01
13161,Workshop,TEMPERATURE,25.28,LIGHT+ENV,2021-09-16 13:01:01
13162,Workshop,LUX,622.0,LIGHT+ENV,2021-09-16 13:01:01
13163,Workshop,HUMIDITY,56.26,LIGHT+ENV,2021-09-16 13:01:01
13164,Workshop,PRESSURE,102316.60938,LIGHT+ENV,2021-09-16 13:01:01
13168,Workshop,LUX,625.0,LIGHT+ENV,2021-09-16 13:03:01
13165,Workshop,TEMPERATURE,25.15,LIGHT+ENV,2021-09-16 13:03:01
13166,Workshop,PRESSURE,102315.9375,LIGHT+ENV,2021-09-16 13:03:01
13167,Workshop,HUMIDITY,57.31,LIGHT+ENV,2021-09-16 13:03:01
13172,Workshop,LUX,655.0,LIGHT+ENV,2021-09-16 13:05:01
13171,Workshop,PRESSURE,102311.34375,LIGHT+ENV,2021-09-16 13:05:01
13170,Workshop,HUMIDITY,56.81,LIGHT+ENV,2021-09-16 13:05:01
13169,Workshop,TEMPERATURE,25.07,LIGHT+ENV,2021-09-16 13:05:01
13173,Workshop,PRESSURE,102308.90625,LIGHT+ENV,2021-09-16 13:07:02
13174,Workshop,TEMPERATURE,25.05,LIGHT+ENV,2021-09-16 13:07:02
13175,Workshop,HUMIDITY,57.1,LIGHT+ENV,2021-09-16 13:07:02
13176,Workshop,LUX,734.0,LIGHT+ENV,2021-09-16 13:07:02
13180,Workshop,LUX,730.0,LIGHT+ENV,2021-09-16 13:09:02
13177,Workshop,HUMIDITY,56.62,LIGHT+ENV,2021-09-16 13:09:02
13178,Workshop,TEMPERATURE,24.91,LIGHT+ENV,2021-09-16 13:09:02
13179,Workshop,PRESSURE,102317.8125,LIGHT+ENV,2021-09-16 13:09:02
13183,Workshop,LUX,834.0,LIGHT+ENV,2021-09-16 13:11:02
13184,Workshop,TEMPERATURE,24.89,LIGHT+ENV,2021-09-16 13:11:02
13181,Workshop,HUMIDITY,57.51,LIGHT+ENV,2021-09-16 13:11:02
13182,Workshop,PRESSURE,102313.75,LIGHT+ENV,2021-09-16 13:11:02
13188,Workshop,TEMPERATURE,24.96,LIGHT+ENV,2021-09-16 13:13:03
13187,Workshop,HUMIDITY,57.47,LIGHT+ENV,2021-09-16 13:13:03
13186,Workshop,LUX,916.0,LIGHT+ENV,2021-09-16 13:13:03
13185,Workshop,PRESSURE,102316.71094,LIGHT+ENV,2021-09-16 13:13:03
13189,Workshop,PRESSURE,102314.86719,LIGHT+ENV,2021-09-16 13:15:03
13190,Workshop,TEMPERATURE,25.04,LIGHT+ENV,2021-09-16 13:15:03
13191,Workshop,LUX,928.0,LIGHT+ENV,2021-09-16 13:15:03
13192,Workshop,HUMIDITY,56.2,LIGHT+ENV,2021-09-16 13:15:03
13193,Workshop,TEMPERATURE,25.16,LIGHT+ENV,2021-09-16 13:17:03
13194,Workshop,PRESSURE,102317.5625,LIGHT+ENV,2021-09-16 13:17:03
13195,Workshop,HUMIDITY,47.71,LIGHT+ENV,2021-09-16 13:17:03
13196,Workshop,LUX,844.0,LIGHT+ENV,2021-09-16 13:17:03
13200,Workshop,TEMPERATURE,25.2,LIGHT+ENV,2021-09-16 13:19:04
13197,Workshop,HUMIDITY,44.56,LIGHT+ENV,2021-09-16 13:19:04
13198,Workshop,LUX,713.0,LIGHT+ENV,2021-09-16 13:19:04
13199,Workshop,PRESSURE,102310.02344,LIGHT+ENV,2021-09-16 13:19:04
13204,Workshop,LUX,843.0,LIGHT+ENV,2021-09-16 13:21:04
13203,Workshop,TEMPERATURE,25.19,LIGHT+ENV,2021-09-16 13:21:04
13201,Workshop,HUMIDITY,43.27,LIGHT+ENV,2021-09-16 13:21:04
13202,Workshop,PRESSURE,102311.21875,LIGHT+ENV,2021-09-16 13:21:04
13205,Workshop,TEMPERATURE,25.1,LIGHT+ENV,2021-09-16 13:23:04
13206,Workshop,PRESSURE,102296.59375,LIGHT+ENV,2021-09-16 13:23:04
13207,Workshop,LUX,688.0,LIGHT+ENV,2021-09-16 13:23:04
13208,Workshop,HUMIDITY,40.87,LIGHT+ENV,2021-09-16 13:23:04
13211,Workshop,PRESSURE,102304.34375,LIGHT+ENV,2021-09-16 13:25:04
13209,Workshop,LUX,856.0,LIGHT+ENV,2021-09-16 13:25:04
13210,Workshop,TEMPERATURE,24.97,LIGHT+ENV,2021-09-16 13:25:04
13212,Workshop,HUMIDITY,40.99,LIGHT+ENV,2021-09-16 13:25:04
13216,Workshop,PRESSURE,102298.64063,LIGHT+ENV,2021-09-16 13:27:05
13215,Workshop,TEMPERATURE,24.93,LIGHT+ENV,2021-09-16 13:27:05
13214,Workshop,LUX,901.0,LIGHT+ENV,2021-09-16 13:27:05
13213,Workshop,HUMIDITY,40.13,LIGHT+ENV,2021-09-16 13:27:05
13217,Workshop,LUX,874.0,LIGHT+ENV,2021-09-16 13:29:05
13218,Workshop,PRESSURE,102303.74219,LIGHT+ENV,2021-09-16 13:29:05
13219,Workshop,TEMPERATURE,24.88,LIGHT+ENV,2021-09-16 13:29:05
13220,Workshop,HUMIDITY,39.24,LIGHT+ENV,2021-09-16 13:29:05
13221,Workshop,TEMPERATURE,24.76,LIGHT+ENV,2021-09-16 13:32:00
13222,Workshop,PRESSURE,102308.27344,LIGHT+ENV,2021-09-16 13:32:00
13223,Workshop,HUMIDITY,38.03,LIGHT+ENV,2021-09-16 13:32:00
13224,Workshop,LUX,696.0,LIGHT+ENV,2021-09-16 13:32:00
13227,Workshop,TEMPERATURE,24.59,LIGHT+ENV,2021-09-16 13:34:00
13228,Workshop,PRESSURE,102303.0625,LIGHT+ENV,2021-09-16 13:34:00
13225,Workshop,HUMIDITY,39.62,LIGHT+ENV,2021-09-16 13:34:00
13226,Workshop,LUX,651.0,LIGHT+ENV,2021-09-16 13:34:00
13229,Workshop,TEMPERATURE,24.49,LIGHT+ENV,2021-09-16 13:36:00
13230,Workshop,LUX,758.0,LIGHT+ENV,2021-09-16 13:36:00
13231,Workshop,HUMIDITY,37.44,LIGHT+ENV,2021-09-16 13:36:00
13232,Workshop,PRESSURE,102295.1875,LIGHT+ENV,2021-09-16 13:36:00
13233,Workshop,TEMPERATURE,24.28,LIGHT+ENV,2021-09-16 13:38:01
13234,Workshop,HUMIDITY,37.18,LIGHT+ENV,2021-09-16 13:38:01
13235,Workshop,PRESSURE,102296.3125,LIGHT+ENV,2021-09-16 13:38:01
13236,Workshop,LUX,833.0,LIGHT+ENV,2021-09-16 13:38:01
13240,Workshop,PRESSURE,102292.22656,LIGHT+ENV,2021-09-16 13:40:01
13237,Workshop,TEMPERATURE,24.09,LIGHT+ENV,2021-09-16 13:40:01
13238,Workshop,LUX,911.0,LIGHT+ENV,2021-09-16 13:40:01
13239,Workshop,HUMIDITY,37.15,LIGHT+ENV,2021-09-16 13:40:01
13243,Workshop,PRESSURE,102286.45313,LIGHT+ENV,2021-09-16 13:42:01
13244,Workshop,LUX,926.0,LIGHT+ENV,2021-09-16 13:42:01
13241,Workshop,TEMPERATURE,24.02,LIGHT+ENV,2021-09-16 13:42:01
13242,Workshop,HUMIDITY,37.43,LIGHT+ENV,2021-09-16 13:42:01
13247,Workshop,LUX,792.0,LIGHT+ENV,2021-09-16 13:44:01
13248,Workshop,HUMIDITY,37.41,LIGHT+ENV,2021-09-16 13:44:01
13245,Workshop,TEMPERATURE,23.92,LIGHT+ENV,2021-09-16 13:44:01
13246,Workshop,PRESSURE,102292.57813,LIGHT+ENV,2021-09-16 13:44:01
13251,Workshop,TEMPERATURE,23.87,LIGHT+ENV,2021-09-16 13:46:02
13252,Workshop,PRESSURE,102295.64844,LIGHT+ENV,2021-09-16 13:46:02
13249,Workshop,HUMIDITY,36.88,LIGHT+ENV,2021-09-16 13:46:02
13250,Workshop,LUX,708.0,LIGHT+ENV,2021-09-16 13:46:02
13253,Workshop,PRESSURE,102296.0625,LIGHT+ENV,2021-09-16 13:48:02
13254,Workshop,TEMPERATURE,23.73,LIGHT+ENV,2021-09-16 13:48:02
13255,Workshop,LUX,633.0,LIGHT+ENV,2021-09-16 13:48:02
13256,Workshop,HUMIDITY,36.63,LIGHT+ENV,2021-09-16 13:48:02
13257,Workshop,PRESSURE,102295.95313,LIGHT+ENV,2021-09-16 13:50:02
13258,Workshop,LUX,640.0,LIGHT+ENV,2021-09-16 13:50:02
13259,Workshop,TEMPERATURE,23.69,LIGHT+ENV,2021-09-16 13:50:02
13260,Workshop,HUMIDITY,36.79,LIGHT+ENV,2021-09-16 13:50:02
13263,Workshop,PRESSURE,102289.34375,LIGHT+ENV,2021-09-16 13:52:03
13264,Workshop,LUX,781.0,LIGHT+ENV,2021-09-16 13:52:03
13261,Workshop,HUMIDITY,38.01,LIGHT+ENV,2021-09-16 13:52:03
13262,Workshop,TEMPERATURE,23.62,LIGHT+ENV,2021-09-16 13:52:03
13265,Workshop,PRESSURE,102292.74219,LIGHT+ENV,2021-09-16 13:54:03
13266,Workshop,TEMPERATURE,23.55,LIGHT+ENV,2021-09-16 13:54:03
13267,Workshop,HUMIDITY,36.8,LIGHT+ENV,2021-09-16 13:54:03
13268,Workshop,LUX,702.0,LIGHT+ENV,2021-09-16 13:54:03
13269,Workshop,HUMIDITY,38.45,LIGHT+ENV,2021-09-16 13:56:03
13270,Workshop,PRESSURE,102285.57813,LIGHT+ENV,2021-09-16 13:56:03
13271,Workshop,LUX,692.0,LIGHT+ENV,2021-09-16 13:56:03
13272,Workshop,TEMPERATURE,23.42,LIGHT+ENV,2021-09-16 13:56:03
13276,Workshop,LUX,689.0,LIGHT+ENV,2021-09-16 13:58:03
13273,Workshop,HUMIDITY,40.2,LIGHT+ENV,2021-09-16 13:58:03
13274,Workshop,PRESSURE,102292.71875,LIGHT+ENV,2021-09-16 13:58:03
13275,Workshop,TEMPERATURE,23.39,LIGHT+ENV,2021-09-16 13:58:03
13279,Workshop,PRESSURE,102288.07813,LIGHT+ENV,2021-09-16 14:00:03
13280,Workshop,LUX,745.0,LIGHT+ENV,2021-09-16 14:00:03
13277,Workshop,HUMIDITY,41.43,LIGHT+ENV,2021-09-16 14:00:03
13278,Workshop,TEMPERATURE,23.31,LIGHT+ENV,2021-09-16 14:00:03
13281,Workshop,HUMIDITY,42.71,LIGHT+ENV,2021-09-16 14:02:04
13282,Workshop,LUX,817.0,LIGHT+ENV,2021-09-16 14:02:04
13283,Workshop,TEMPERATURE,23.22,LIGHT+ENV,2021-09-16 14:02:04
13284,Workshop,PRESSURE,102291.02344,LIGHT+ENV,2021-09-16 14:02:04
13285,Workshop,PRESSURE,102289.77344,LIGHT+ENV,2021-09-16 14:04:04
13286,Workshop,LUX,623.0,LIGHT+ENV,2021-09-16 14:04:04
13287,Workshop,HUMIDITY,41.41,LIGHT+ENV,2021-09-16 14:04:04
13288,Workshop,TEMPERATURE,23.19,LIGHT+ENV,2021-09-16 14:04:04
13289,Workshop,PRESSURE,102288.35938,LIGHT+ENV,2021-09-16 14:06:05
13290,Workshop,LUX,690.0,LIGHT+ENV,2021-09-16 14:06:05
13291,Workshop,HUMIDITY,38.88,LIGHT+ENV,2021-09-16 14:06:05
13292,Workshop,TEMPERATURE,23.13,LIGHT+ENV,2021-09-16 14:06:05
13296,Workshop,PRESSURE,102283.27344,LIGHT+ENV,2021-09-16 14:08:05
13295,Workshop,HUMIDITY,38.24,LIGHT+ENV,2021-09-16 14:08:05
13294,Workshop,LUX,977.0,LIGHT+ENV,2021-09-16 14:08:05
13293,Workshop,TEMPERATURE,23.03,LIGHT+ENV,2021-09-16 14:08:05
13297,Workshop,HUMIDITY,38.71,LIGHT+ENV,2021-09-16 14:11:00
13298,Workshop,TEMPERATURE,22.95,LIGHT+ENV,2021-09-16 14:11:00
13299,Workshop,PRESSURE,102287.0,LIGHT+ENV,2021-09-16 14:11:00
13300,Workshop,LUX,1023.0,LIGHT+ENV,2021-09-16 14:11:00
13301,Workshop,TEMPERATURE,22.9,LIGHT+ENV,2021-09-16 14:13:00
13302,Workshop,HUMIDITY,38.92,LIGHT+ENV,2021-09-16 14:13:00
13303,Workshop,PRESSURE,102278.88281,LIGHT+ENV,2021-09-16 14:13:00
13304,Workshop,LUX,1126.0,LIGHT+ENV,2021-09-16 14:13:00
13308,Workshop,TEMPERATURE,22.84,LIGHT+ENV,2021-09-16 14:15:00
13305,Workshop,LUX,1088.0,LIGHT+ENV,2021-09-16 14:15:00
13306,Workshop,HUMIDITY,40.49,LIGHT+ENV,2021-09-16 14:15:00
13307,Workshop,PRESSURE,102276.3125,LIGHT+ENV,2021-09-16 14:15:00
13311,Workshop,LUX,952.0,LIGHT+ENV,2021-09-16 14:17:01
13312,Workshop,HUMIDITY,40.4,LIGHT+ENV,2021-09-16 14:17:01
13309,Workshop,PRESSURE,102281.79688,LIGHT+ENV,2021-09-16 14:17:01
13310,Workshop,TEMPERATURE,22.81,LIGHT+ENV,2021-09-16 14:17:01
13313,Workshop,TEMPERATURE,22.72,LIGHT+ENV,2021-09-16 14:19:01
13314,Workshop,PRESSURE,102281.92188,LIGHT+ENV,2021-09-16 14:19:01
13315,Workshop,LUX,997.0,LIGHT+ENV,2021-09-16 14:19:01
13316,Workshop,HUMIDITY,39.68,LIGHT+ENV,2021-09-16 14:19:01
13317,Workshop,LUX,987.0,LIGHT+ENV,2021-09-16 14:21:02
13318,Workshop,TEMPERATURE,22.66,LIGHT+ENV,2021-09-16 14:21:02
13319,Workshop,HUMIDITY,37.68,LIGHT+ENV,2021-09-16 14:21:02
13320,Workshop,PRESSURE,102281.34375,LIGHT+ENV,2021-09-16 14:21:02
13321,Workshop,HUMIDITY,37.9,LIGHT+ENV,2021-09-16 14:23:02
13322,Workshop,PRESSURE,102269.25,LIGHT+ENV,2021-09-16 14:23:02
13323,Workshop,TEMPERATURE,22.62,LIGHT+ENV,2021-09-16 14:23:02
13324,Workshop,LUX,907.0,LIGHT+ENV,2021-09-16 14:23:02
13328,Workshop,TEMPERATURE,22.54,LIGHT+ENV,2021-09-16 14:25:02
13327,Workshop,PRESSURE,102278.57031,LIGHT+ENV,2021-09-16 14:25:02
13325,Workshop,HUMIDITY,37.11,LIGHT+ENV,2021-09-16 14:25:02
13326,Workshop,LUX,850.0,LIGHT+ENV,2021-09-16 14:25:02
13329,Workshop,TEMPERATURE,22.49,LIGHT+ENV,2021-09-16 14:27:03
13330,Workshop,PRESSURE,102284.36719,LIGHT+ENV,2021-09-16 14:27:03
13331,Workshop,HUMIDITY,41.89,LIGHT+ENV,2021-09-16 14:27:03
13332,Workshop,LUX,869.0,LIGHT+ENV,2021-09-16 14:27:03
13333,Workshop,LUX,782.0,LIGHT+ENV,2021-09-16 14:29:03
13334,Workshop,HUMIDITY,43.02,LIGHT+ENV,2021-09-16 14:29:03
13335,Workshop,TEMPERATURE,22.5,LIGHT+ENV,2021-09-16 14:29:03
13336,Workshop,PRESSURE,102283.21875,LIGHT+ENV,2021-09-16 14:29:03
13337,Workshop,PRESSURE,102290.89844,LIGHT+ENV,2021-09-16 14:31:04
13338,Workshop,HUMIDITY,42.54,LIGHT+ENV,2021-09-16 14:31:04
13339,Workshop,TEMPERATURE,22.41,LIGHT+ENV,2021-09-16 14:31:04
13340,Workshop,LUX,755.0,LIGHT+ENV,2021-09-16 14:31:04
13344,Workshop,HUMIDITY,40.77,LIGHT+ENV,2021-09-16 14:33:04
13343,Workshop,LUX,803.0,LIGHT+ENV,2021-09-16 14:33:04
13342,Workshop,TEMPERATURE,22.4,LIGHT+ENV,2021-09-16 14:33:04
13341,Workshop,PRESSURE,102290.0625,LIGHT+ENV,2021-09-16 14:33:04
13345,Workshop,TEMPERATURE,22.37,LIGHT+ENV,2021-09-16 14:35:04
13346,Workshop,LUX,769.0,LIGHT+ENV,2021-09-16 14:35:04
13347,Workshop,PRESSURE,102293.54688,LIGHT+ENV,2021-09-16 14:35:04
13348,Workshop,HUMIDITY,39.05,LIGHT+ENV,2021-09-16 14:35:04
13349,Workshop,PRESSURE,102294.92188,LIGHT+ENV,2021-09-16 14:37:05
13350,Workshop,HUMIDITY,38.46,LIGHT+ENV,2021-09-16 14:37:05
13351,Workshop,TEMPERATURE,22.31,LIGHT+ENV,2021-09-16 14:37:05
13352,Workshop,LUX,922.0,LIGHT+ENV,2021-09-16 14:37:05
13356,Workshop,HUMIDITY,37.39,LIGHT+ENV,2021-09-16 14:39:05
13353,Workshop,PRESSURE,102296.65625,LIGHT+ENV,2021-09-16 14:39:05
13354,Workshop,LUX,1063.0,LIGHT+ENV,2021-09-16 14:39:05
13355,Workshop,TEMPERATURE,22.23,LIGHT+ENV,2021-09-16 14:39:05
13360,Workshop,PRESSURE,102295.71875,LIGHT+ENV,2021-09-16 14:41:05
13359,Workshop,LUX,1045.0,LIGHT+ENV,2021-09-16 14:41:05
13358,Workshop,HUMIDITY,41.8,LIGHT+ENV,2021-09-16 14:41:05
13357,Workshop,TEMPERATURE,22.19,LIGHT+ENV,2021-09-16 14:41:05
13361,Workshop,LUX,1237.0,LIGHT+ENV,2021-09-16 14:43:05
13362,Workshop,PRESSURE,102288.29688,LIGHT+ENV,2021-09-16 14:43:05
13363,Workshop,TEMPERATURE,22.11,LIGHT+ENV,2021-09-16 14:43:05
13364,Workshop,HUMIDITY,38.0,LIGHT+ENV,2021-09-16 14:43:05
13368,Workshop,TEMPERATURE,22.02,LIGHT+ENV,2021-09-16 14:46:00
13365,Workshop,HUMIDITY,39.81,LIGHT+ENV,2021-09-16 14:46:00
13366,Workshop,LUX,1477.0,LIGHT+ENV,2021-09-16 14:46:00
13367,Workshop,PRESSURE,102296.75,LIGHT+ENV,2021-09-16 14:46:00
13371,Workshop,LUX,1507.0,LIGHT+ENV,2021-09-16 14:48:00
13372,Workshop,HUMIDITY,39.53,LIGHT+ENV,2021-09-16 14:48:00
13369,Workshop,PRESSURE,102292.21875,LIGHT+ENV,2021-09-16 14:48:00
13370,Workshop,TEMPERATURE,21.97,LIGHT+ENV,2021-09-16 14:48:00
13375,Workshop,HUMIDITY,42.08,LIGHT+ENV,2021-09-16 14:50:00
13376,Workshop,PRESSURE,102309.15625,LIGHT+ENV,2021-09-16 14:50:00
13373,Workshop,LUX,938.0,LIGHT+ENV,2021-09-16 14:50:00
13374,Workshop,TEMPERATURE,21.92,LIGHT+ENV,2021-09-16 14:50:00
13377,Workshop,TEMPERATURE,21.88,LIGHT+ENV,2021-09-16 14:52:01
13378,Workshop,HUMIDITY,40.33,LIGHT+ENV,2021-09-16 14:52:01
13379,Workshop,PRESSURE,102312.97656,LIGHT+ENV,2021-09-16 14:52:01
13380,Workshop,LUX,963.0,LIGHT+ENV,2021-09-16 14:52:01
13381,Workshop,TEMPERATURE,21.84,LIGHT+ENV,2021-09-16 14:54:01
13382,Workshop,LUX,1090.0,LIGHT+ENV,2021-09-16 14:54:01
13383,Workshop,PRESSURE,102307.28906,LIGHT+ENV,2021-09-16 14:54:01
13384,Workshop,HUMIDITY,42.14,LIGHT+ENV,2021-09-16 14:54:01
13385,Workshop,PRESSURE,102315.04688,LIGHT+ENV,2021-09-16 14:56:01
13386,Workshop,LUX,880.0,LIGHT+ENV,2021-09-16 14:56:01
13387,Workshop,TEMPERATURE,21.78,LIGHT+ENV,2021-09-16 14:56:01
13388,Workshop,HUMIDITY,40.43,LIGHT+ENV,2021-09-16 14:56:01
13392,Workshop,HUMIDITY,39.68,LIGHT+ENV,2021-09-16 14:58:02
13391,Workshop,LUX,769.0,LIGHT+ENV,2021-09-16 14:58:02
13389,Workshop,PRESSURE,102322.0,LIGHT+ENV,2021-09-16 14:58:02
13390,Workshop,TEMPERATURE,21.72,LIGHT+ENV,2021-09-16 14:58:02
13393,Workshop,LUX,829.0,LIGHT+ENV,2021-09-16 15:00:02
13394,Workshop,PRESSURE,102316.96875,LIGHT+ENV,2021-09-16 15:00:02
13395,Workshop,TEMPERATURE,21.66,LIGHT+ENV,2021-09-16 15:00:02
13396,Workshop,HUMIDITY,38.63,LIGHT+ENV,2021-09-16 15:00:02
13397,Workshop,HUMIDITY,38.55,LIGHT+ENV,2021-09-16 15:02:02
13398,Workshop,LUX,726.0,LIGHT+ENV,2021-09-16 15:02:02
13399,Workshop,PRESSURE,102327.65625,LIGHT+ENV,2021-09-16 15:02:02
13400,Workshop,TEMPERATURE,21.63,LIGHT+ENV,2021-09-16 15:02:02
13404,Workshop,HUMIDITY,40.48,LIGHT+ENV,2021-09-16 15:04:03
13401,Workshop,LUX,714.0,LIGHT+ENV,2021-09-16 15:04:03
13402,Workshop,TEMPERATURE,21.59,LIGHT+ENV,2021-09-16 15:04:03
13403,Workshop,PRESSURE,102323.90625,LIGHT+ENV,2021-09-16 15:04:03
13408,Workshop,HUMIDITY,37.91,LIGHT+ENV,2021-09-16 15:06:03
13407,Workshop,TEMPERATURE,21.61,LIGHT+ENV,2021-09-16 15:06:03
13406,Workshop,LUX,706.0,LIGHT+ENV,2021-09-16 15:06:03
13405,Workshop,PRESSURE,102323.57031,LIGHT+ENV,2021-09-16 15:06:03
13409,Workshop,PRESSURE,102193.04688,LIGHT+ENV,2021-09-16 15:08:04
13410,Workshop,LUX,821.0,LIGHT+ENV,2021-09-16 15:08:04
13411,Workshop,HUMIDITY,38.08,LIGHT+ENV,2021-09-16 15:08:04
13412,Workshop,TEMPERATURE,20.75,LIGHT+ENV,2021-09-16 15:08:04
13413,Workshop,TEMPERATURE,21.5,LIGHT+ENV,2021-09-16 15:10:04
13414,Workshop,HUMIDITY,36.86,LIGHT+ENV,2021-09-16 15:10:04
13415,Workshop,PRESSURE,102314.82813,LIGHT+ENV,2021-09-16 15:10:04
13416,Workshop,LUX,1122.0,LIGHT+ENV,2021-09-16 15:10:04
13417,Workshop,TEMPERATURE,21.49,LIGHT+ENV,2021-09-16 15:12:04
13418,Workshop,PRESSURE,102324.29688,LIGHT+ENV,2021-09-16 15:12:04
13419,Workshop,LUX,1024.0,LIGHT+ENV,2021-09-16 15:12:04
13420,Workshop,HUMIDITY,38.89,LIGHT+ENV,2021-09-16 15:12:04
13424,Workshop,TEMPERATURE,21.49,LIGHT+ENV,2021-09-16 15:14:05
13423,Workshop,PRESSURE,102323.5,LIGHT+ENV,2021-09-16 15:14:05
13422,Workshop,HUMIDITY,38.99,LIGHT+ENV,2021-09-16 15:14:05
13421,Workshop,LUX,1121.0,LIGHT+ENV,2021-09-16 15:14:05
13425,Workshop,HUMIDITY,40.86,LIGHT+ENV,2021-09-16 15:16:05
13426,Workshop,PRESSURE,102324.64063,LIGHT+ENV,2021-09-16 15:16:05
13427,Workshop,TEMPERATURE,21.48,LIGHT+ENV,2021-09-16 15:16:05
13428,Workshop,LUX,1243.0,LIGHT+ENV,2021-09-16 15:16:05
13429,Workshop,TEMPERATURE,21.46,LIGHT+ENV,2021-09-16 15:18:05
13430,Workshop,HUMIDITY,38.02,LIGHT+ENV,2021-09-16 15:18:05
13431,Workshop,LUX,1281.0,LIGHT+ENV,2021-09-16 15:18:05
13432,Workshop,PRESSURE,102324.97656,LIGHT+ENV,2021-09-16 15:18:05
13433,Workshop,TEMPERATURE,21.62,LIGHT+ENV,2021-09-16 15:21:00
13434,Workshop,PRESSURE,102325.20313,LIGHT+ENV,2021-09-16 15:21:00
13435,Workshop,LUX,1154.0,LIGHT+ENV,2021-09-16 15:21:00
13436,Workshop,HUMIDITY,53.1,LIGHT+ENV,2021-09-16 15:21:00
13439,Workshop,PRESSURE,102317.6875,LIGHT+ENV,2021-09-16 15:23:00
13440,Workshop,TEMPERATURE,21.75,LIGHT+ENV,2021-09-16 15:23:00
13438,Workshop,HUMIDITY,56.07,LIGHT+ENV,2021-09-16 15:23:00
13437,Workshop,LUX,926.0,LIGHT+ENV,2021-09-16 15:23:00
13441,Workshop,HUMIDITY,46.76,LIGHT+ENV,2021-09-16 15:25:00
13442,Workshop,LUX,864.0,LIGHT+ENV,2021-09-16 15:25:00
