,@device,@rdgType,value,type,captured_at
43706,Window,PRESSURE,102795.86719,LIGHT+ENV,2021-09-21 08:43:04
43707,Window,HUMIDITY,42.4,LIGHT+ENV,2021-09-21 08:43:04
43708,Window,HUMIDITY,42.7,LIGHT+ENV,2021-09-21 08:45:04
43709,Window,TEMPERATURE,25.73,LIGHT+ENV,2021-09-21 08:45:04
43710,Window,PRESSURE,102800.4375,LIGHT+ENV,2021-09-21 08:45:04
43711,Window,LUX,2494.0,LIGHT+ENV,2021-09-21 08:45:04
43714,Window,LUX,2398.0,LIGHT+ENV,2021-09-21 08:47:04
43715,Window,TEMPERATURE,25.83,LIGHT+ENV,2021-09-21 08:47:04
43712,Window,PRESSURE,102799.67188,LIGHT+ENV,2021-09-21 08:47:04
43713,Window,HUMIDITY,41.96,LIGHT+ENV,2021-09-21 08:47:04
43716,Window,TEMPERATURE,25.87,LIGHT+ENV,2021-09-21 08:49:04
43717,Window,HUMIDITY,42.34,LIGHT+ENV,2021-09-21 08:49:04
43718,Window,LUX,2441.0,LIGHT+ENV,2021-09-21 08:49:04
43719,Window,PRESSURE,102801.65625,LIGHT+ENV,2021-09-21 08:49:04
43720,Window,LUX,2402.0,LIGHT+ENV,2021-09-21 08:51:04
43721,Window,PRESSURE,102806.14063,LIGHT+ENV,2021-09-21 08:51:04
43722,Window,HUMIDITY,41.2,LIGHT+ENV,2021-09-21 08:51:04
43723,Window,TEMPERATURE,25.98,LIGHT+ENV,2021-09-21 08:51:04
43727,Window,PRESSURE,102809.54688,LIGHT+ENV,2021-09-21 08:53:04
43726,Window,TEMPERATURE,26.06,LIGHT+ENV,2021-09-21 08:53:04
43725,Window,HUMIDITY,41.25,LIGHT+ENV,2021-09-21 08:53:04
43724,Window,LUX,2489.0,LIGHT+ENV,2021-09-21 08:53:04
43728,Window,TEMPERATURE,26.11,LIGHT+ENV,2021-09-21 08:55:04
43729,Window,HUMIDITY,42.0,LIGHT+ENV,2021-09-21 08:55:04
43730,Window,LUX,2734.0,LIGHT+ENV,2021-09-21 08:55:04
43731,Window,PRESSURE,102807.57031,LIGHT+ENV,2021-09-21 08:55:04
43732,Window,TEMPERATURE,26.08,LIGHT+ENV,2021-09-21 08:57:04
43733,Window,LUX,2989.0,LIGHT+ENV,2021-09-21 08:57:04
43734,Window,PRESSURE,102812.88281,LIGHT+ENV,2021-09-21 08:57:04
43735,Window,HUMIDITY,41.71,LIGHT+ENV,2021-09-21 08:57:04
43738,Window,LUX,3520.0,LIGHT+ENV,2021-09-21 08:59:04
43739,Window,HUMIDITY,41.64,LIGHT+ENV,2021-09-21 08:59:04
43736,Window,PRESSURE,102809.11719,LIGHT+ENV,2021-09-21 08:59:04
43737,Window,TEMPERATURE,25.76,LIGHT+ENV,2021-09-21 08:59:04
43740,Window,TEMPERATURE,25.39,LIGHT+ENV,2021-09-21 09:01:04
43741,Window,LUX,3600.0,LIGHT+ENV,2021-09-21 09:01:04
43742,Window,HUMIDITY,43.26,LIGHT+ENV,2021-09-21 09:01:04
43743,Window,PRESSURE,102802.77344,LIGHT+ENV,2021-09-21 09:01:04
43744,Window,HUMIDITY,44.23,LIGHT+ENV,2021-09-21 09:03:04
43745,Window,LUX,3492.0,LIGHT+ENV,2021-09-21 09:03:04
43746,Window,PRESSURE,102806.0,LIGHT+ENV,2021-09-21 09:03:04
43747,Window,TEMPERATURE,25.15,LIGHT+ENV,2021-09-21 09:03:04
43750,Window,TEMPERATURE,25.37,LIGHT+ENV,2021-09-21 09:05:04
43751,Window,PRESSURE,102803.0625,LIGHT+ENV,2021-09-21 09:05:04
43748,Window,LUX,3080.0,LIGHT+ENV,2021-09-21 09:05:04
43749,Window,HUMIDITY,43.5,LIGHT+ENV,2021-09-21 09:05:04
43752,Window,PRESSURE,102809.84375,LIGHT+ENV,2021-09-21 09:07:04
43753,Window,LUX,2939.0,LIGHT+ENV,2021-09-21 09:07:04
43754,Window,HUMIDITY,42.82,LIGHT+ENV,2021-09-21 09:07:04
43755,Window,TEMPERATURE,25.51,LIGHT+ENV,2021-09-21 09:07:04
43756,Window,TEMPERATURE,25.71,LIGHT+ENV,2021-09-21 09:09:05
43757,Window,PRESSURE,102811.88281,LIGHT+ENV,2021-09-21 09:09:05
43758,Window,LUX,2741.0,LIGHT+ENV,2021-09-21 09:09:05
43759,Window,HUMIDITY,42.71,LIGHT+ENV,2021-09-21 09:09:05
43763,Window,HUMIDITY,42.16,LIGHT+ENV,2021-09-21 09:11:05
43760,Window,LUX,2880.0,LIGHT+ENV,2021-09-21 09:11:05
43761,Window,TEMPERATURE,25.92,LIGHT+ENV,2021-09-21 09:11:05
43762,Window,PRESSURE,102812.0,LIGHT+ENV,2021-09-21 09:11:05
43766,Window,LUX,3041.0,LIGHT+ENV,2021-09-21 09:13:05
43767,Window,PRESSURE,102812.57813,LIGHT+ENV,2021-09-21 09:13:05
43764,Window,TEMPERATURE,25.94,LIGHT+ENV,2021-09-21 09:13:05
43765,Window,HUMIDITY,41.71,LIGHT+ENV,2021-09-21 09:13:05
43768,Window,PRESSURE,102820.72656,LIGHT+ENV,2021-09-21 09:15:05
43769,Window,LUX,3901.0,LIGHT+ENV,2021-09-21 09:15:05
43770,Window,HUMIDITY,41.73,LIGHT+ENV,2021-09-21 09:15:05
43771,Window,TEMPERATURE,26.06,LIGHT+ENV,2021-09-21 09:15:05
43772,Window,PRESSURE,102814.3125,LIGHT+ENV,2021-09-21 09:17:05
43773,Window,TEMPERATURE,26.15,LIGHT+ENV,2021-09-21 09:17:05
43774,Window,LUX,4539.0,LIGHT+ENV,2021-09-21 09:17:05
43775,Window,HUMIDITY,41.1,LIGHT+ENV,2021-09-21 09:17:05
43779,Window,PRESSURE,102814.02344,LIGHT+ENV,2021-09-21 09:19:05
43778,Window,LUX,4553.0,LIGHT+ENV,2021-09-21 09:19:05
43776,Window,TEMPERATURE,26.17,LIGHT+ENV,2021-09-21 09:19:05
43777,Window,HUMIDITY,41.07,LIGHT+ENV,2021-09-21 09:19:05
43780,Window,TEMPERATURE,26.2,LIGHT+ENV,2021-09-21 09:21:05
43781,Window,PRESSURE,102817.14063,LIGHT+ENV,2021-09-21 09:21:05
43782,Window,HUMIDITY,41.27,LIGHT+ENV,2021-09-21 09:21:05
43783,Window,LUX,4433.0,LIGHT+ENV,2021-09-21 09:21:05
43787,Window,PRESSURE,102809.57813,LIGHT+ENV,2021-09-21 09:23:05
43784,Window,HUMIDITY,40.91,LIGHT+ENV,2021-09-21 09:23:05
43785,Window,LUX,4521.0,LIGHT+ENV,2021-09-21 09:23:05
43786,Window,TEMPERATURE,26.21,LIGHT+ENV,2021-09-21 09:23:05
43791,Window,HUMIDITY,41.61,LIGHT+ENV,2021-09-21 09:25:05
43790,Window,LUX,4228.0,LIGHT+ENV,2021-09-21 09:25:05
43788,Window,PRESSURE,102805.65625,LIGHT+ENV,2021-09-21 09:25:05
43789,Window,TEMPERATURE,26.22,LIGHT+ENV,2021-09-21 09:25:05
43792,Window,HUMIDITY,42.39,LIGHT+ENV,2021-09-21 09:27:05
43793,Window,PRESSURE,102806.57813,LIGHT+ENV,2021-09-21 09:27:05
43794,Window,LUX,3910.0,LIGHT+ENV,2021-09-21 09:27:05
43795,Window,TEMPERATURE,25.75,LIGHT+ENV,2021-09-21 09:27:05
43799,Window,LUX,4182.0,LIGHT+ENV,2021-09-21 09:29:05
43796,Window,TEMPERATURE,25.99,LIGHT+ENV,2021-09-21 09:29:05
43797,Window,PRESSURE,102807.84375,LIGHT+ENV,2021-09-21 09:29:05
43798,Window,HUMIDITY,41.88,LIGHT+ENV,2021-09-21 09:29:05
43803,Window,TEMPERATURE,26.15,LIGHT+ENV,2021-09-21 09:31:05
43802,Window,HUMIDITY,41.14,LIGHT+ENV,2021-09-21 09:31:05
43801,Window,PRESSURE,102800.32813,LIGHT+ENV,2021-09-21 09:31:05
43800,Window,LUX,4073.0,LIGHT+ENV,2021-09-21 09:31:05
43807,Window,HUMIDITY,40.77,LIGHT+ENV,2021-09-21 09:33:05
43804,Window,LUX,4220.0,LIGHT+ENV,2021-09-21 09:33:05
43805,Window,PRESSURE,102801.46875,LIGHT+ENV,2021-09-21 09:33:05
43806,Window,TEMPERATURE,26.24,LIGHT+ENV,2021-09-21 09:33:05
43810,Window,HUMIDITY,40.49,LIGHT+ENV,2021-09-21 09:35:05
43811,Window,TEMPERATURE,26.34,LIGHT+ENV,2021-09-21 09:35:05
43808,Window,PRESSURE,102802.59375,LIGHT+ENV,2021-09-21 09:35:05
43809,Window,LUX,4405.0,LIGHT+ENV,2021-09-21 09:35:05
43814,Window,TEMPERATURE,26.4,LIGHT+ENV,2021-09-21 09:37:05
43815,Window,PRESSURE,102798.6875,LIGHT+ENV,2021-09-21 09:37:05
43812,Window,LUX,3567.0,LIGHT+ENV,2021-09-21 09:37:05
43813,Window,HUMIDITY,40.57,LIGHT+ENV,2021-09-21 09:37:05
43819,Window,PRESSURE,102801.52344,LIGHT+ENV,2021-09-21 09:40:00
43818,Window,TEMPERATURE,26.5,LIGHT+ENV,2021-09-21 09:40:00
43816,Window,LUX,4767.0,LIGHT+ENV,2021-09-21 09:40:00
43817,Window,HUMIDITY,40.77,LIGHT+ENV,2021-09-21 09:40:00
43820,Window,LUX,5416.0,LIGHT+ENV,2021-09-21 09:42:00
43821,Window,PRESSURE,102801.54688,LIGHT+ENV,2021-09-21 09:42:00
43822,Window,HUMIDITY,41.74,LIGHT+ENV,2021-09-21 09:42:00
43823,Window,TEMPERATURE,26.6,LIGHT+ENV,2021-09-21 09:42:00
43824,Window,LUX,5793.0,LIGHT+ENV,2021-09-21 09:44:00
43825,Window,HUMIDITY,40.52,LIGHT+ENV,2021-09-21 09:44:00
43826,Window,TEMPERATURE,26.76,LIGHT+ENV,2021-09-21 09:44:00
43827,Window,PRESSURE,102801.54688,LIGHT+ENV,2021-09-21 09:44:00
43831,Window,TEMPERATURE,26.79,LIGHT+ENV,2021-09-21 09:46:00
43830,Window,LUX,4925.0,LIGHT+ENV,2021-09-21 09:46:00
43829,Window,HUMIDITY,40.48,LIGHT+ENV,2021-09-21 09:46:00
43828,Window,PRESSURE,102803.78125,LIGHT+ENV,2021-09-21 09:46:00
43832,Window,LUX,4678.0,LIGHT+ENV,2021-09-21 09:48:00
43833,Window,HUMIDITY,40.82,LIGHT+ENV,2021-09-21 09:48:00
43834,Window,TEMPERATURE,26.79,LIGHT+ENV,2021-09-21 09:48:00
43835,Window,PRESSURE,102806.57813,LIGHT+ENV,2021-09-21 09:48:00
43836,Window,TEMPERATURE,26.81,LIGHT+ENV,2021-09-21 09:50:00
43837,Window,PRESSURE,102807.11719,LIGHT+ENV,2021-09-21 09:50:00
43838,Window,LUX,5480.0,LIGHT+ENV,2021-09-21 09:50:00
43839,Window,HUMIDITY,41.19,LIGHT+ENV,2021-09-21 09:50:00
43843,Window,HUMIDITY,39.98,LIGHT+ENV,2021-09-21 09:52:00
43842,Window,PRESSURE,102798.17969,LIGHT+ENV,2021-09-21 09:52:00
43840,Window,LUX,5179.0,LIGHT+ENV,2021-09-21 09:52:00
43841,Window,TEMPERATURE,26.79,LIGHT+ENV,2021-09-21 09:52:00
43844,Window,LUX,4836.0,LIGHT+ENV,2021-09-21 09:54:00
43845,Window,HUMIDITY,40.3,LIGHT+ENV,2021-09-21 09:54:00
43846,Window,PRESSURE,102807.14063,LIGHT+ENV,2021-09-21 09:54:00
43847,Window,TEMPERATURE,26.76,LIGHT+ENV,2021-09-21 09:54:00
43848,Window,TEMPERATURE,26.77,LIGHT+ENV,2021-09-21 09:56:00
43849,Window,HUMIDITY,40.07,LIGHT+ENV,2021-09-21 09:56:00
43850,Window,LUX,4435.0,LIGHT+ENV,2021-09-21 09:56:00
43851,Window,PRESSURE,102809.64063,LIGHT+ENV,2021-09-21 09:56:00
43855,Window,PRESSURE,102805.17969,LIGHT+ENV,2021-09-21 09:58:00
43854,Window,LUX,4280.0,LIGHT+ENV,2021-09-21 09:58:00
43853,Window,HUMIDITY,40.29,LIGHT+ENV,2021-09-21 09:58:00
43852,Window,TEMPERATURE,26.76,LIGHT+ENV,2021-09-21 09:58:00
43856,Window,LUX,4191.0,LIGHT+ENV,2021-09-21 10:00:00
43857,Window,PRESSURE,102813.59375,LIGHT+ENV,2021-09-21 10:00:00
43858,Window,TEMPERATURE,26.81,LIGHT+ENV,2021-09-21 10:00:00
43859,Window,HUMIDITY,40.76,LIGHT+ENV,2021-09-21 10:00:00
43860,Window,TEMPERATURE,26.81,LIGHT+ENV,2021-09-21 10:02:00
43861,Window,PRESSURE,102816.39063,LIGHT+ENV,2021-09-21 10:02:00
43862,Window,HUMIDITY,40.72,LIGHT+ENV,2021-09-21 10:02:00
43863,Window,LUX,5122.0,LIGHT+ENV,2021-09-21 10:02:00
43866,Window,PRESSURE,102816.65625,LIGHT+ENV,2021-09-21 10:04:00
43867,Window,TEMPERATURE,26.85,LIGHT+ENV,2021-09-21 10:04:00
43865,Window,HUMIDITY,41.05,LIGHT+ENV,2021-09-21 10:04:00
43864,Window,LUX,5833.0,LIGHT+ENV,2021-09-21 10:04:00
43868,Window,LUX,7370.0,LIGHT+ENV,2021-09-21 10:06:00
43869,Window,HUMIDITY,40.56,LIGHT+ENV,2021-09-21 10:06:00
43870,Window,TEMPERATURE,26.87,LIGHT+ENV,2021-09-21 10:06:00
43871,Window,PRESSURE,102812.46875,LIGHT+ENV,2021-09-21 10:06:00
43872,Window,LUX,5945.0,LIGHT+ENV,2021-09-21 10:08:00
43873,Window,HUMIDITY,40.79,LIGHT+ENV,2021-09-21 10:08:00
43874,Window,PRESSURE,102814.70313,LIGHT+ENV,2021-09-21 10:08:00
43875,Window,TEMPERATURE,26.9,LIGHT+ENV,2021-09-21 10:08:00
43878,Window,HUMIDITY,40.33,LIGHT+ENV,2021-09-21 10:10:00
43876,Window,PRESSURE,102812.72656,LIGHT+ENV,2021-09-21 10:10:00
43877,Window,LUX,6309.0,LIGHT+ENV,2021-09-21 10:10:00
43879,Window,TEMPERATURE,26.96,LIGHT+ENV,2021-09-21 10:10:00
43883,Window,TEMPERATURE,26.97,LIGHT+ENV,2021-09-21 10:12:00
43882,Window,HUMIDITY,40.55,LIGHT+ENV,2021-09-21 10:12:00
43880,Window,LUX,6064.0,LIGHT+ENV,2021-09-21 10:12:00
43881,Window,PRESSURE,102816.36719,LIGHT+ENV,2021-09-21 10:12:00
43884,Window,LUX,5672.0,LIGHT+ENV,2021-09-21 10:14:00
43885,Window,PRESSURE,102811.88281,LIGHT+ENV,2021-09-21 10:14:00
43886,Window,TEMPERATURE,26.95,LIGHT+ENV,2021-09-21 10:14:00
43887,Window,HUMIDITY,40.66,LIGHT+ENV,2021-09-21 10:14:00
43891,Window,HUMIDITY,40.66,LIGHT+ENV,2021-09-21 10:16:01
43890,Window,TEMPERATURE,26.93,LIGHT+ENV,2021-09-21 10:16:01
43889,Window,LUX,5002.0,LIGHT+ENV,2021-09-21 10:16:01
43888,Window,PRESSURE,102816.10938,LIGHT+ENV,2021-09-21 10:16:01
43895,Window,TEMPERATURE,26.94,LIGHT+ENV,2021-09-21 10:18:01
43894,Window,PRESSURE,102813.0,LIGHT+ENV,2021-09-21 10:18:01
43892,Window,HUMIDITY,40.7,LIGHT+ENV,2021-09-21 10:18:01
43893,Window,LUX,5537.0,LIGHT+ENV,2021-09-21 10:18:01
43896,Window,LUX,6303.0,LIGHT+ENV,2021-09-21 10:20:01
43897,Window,TEMPERATURE,26.96,LIGHT+ENV,2021-09-21 10:20:01
43898,Window,HUMIDITY,40.68,LIGHT+ENV,2021-09-21 10:20:01
43899,Window,PRESSURE,102812.72656,LIGHT+ENV,2021-09-21 10:20:01
43903,Window,LUX,6412.0,LIGHT+ENV,2021-09-21 10:22:01
43900,Window,TEMPERATURE,26.99,LIGHT+ENV,2021-09-21 10:22:01
43901,Window,PRESSURE,102816.90625,LIGHT+ENV,2021-09-21 10:22:01
43902,Window,HUMIDITY,40.75,LIGHT+ENV,2021-09-21 10:22:01
43904,Window,LUX,7313.0,LIGHT+ENV,2021-09-21 10:24:01
43905,Window,PRESSURE,102809.64063,LIGHT+ENV,2021-09-21 10:24:01
43906,Window,TEMPERATURE,26.98,LIGHT+ENV,2021-09-21 10:24:01
43907,Window,HUMIDITY,40.95,LIGHT+ENV,2021-09-21 10:24:01
43910,Window,PRESSURE,102808.8125,LIGHT+ENV,2021-09-21 10:26:01
43911,Window,HUMIDITY,41.16,LIGHT+ENV,2021-09-21 10:26:01
43908,Window,LUX,6535.0,LIGHT+ENV,2021-09-21 10:26:01
43909,Window,TEMPERATURE,26.97,LIGHT+ENV,2021-09-21 10:26:01
43914,Window,HUMIDITY,40.87,LIGHT+ENV,2021-09-21 10:28:01
43915,Window,TEMPERATURE,26.94,LIGHT+ENV,2021-09-21 10:28:01
43912,Window,PRESSURE,102804.60156,LIGHT+ENV,2021-09-21 10:28:01
43913,Window,LUX,6677.0,LIGHT+ENV,2021-09-21 10:28:01
43919,Window,TEMPERATURE,26.96,LIGHT+ENV,2021-09-21 10:30:01
43918,Window,PRESSURE,102804.34375,LIGHT+ENV,2021-09-21 10:30:01
43916,Window,LUX,6459.0,LIGHT+ENV,2021-09-21 10:30:01
43917,Window,HUMIDITY,40.91,LIGHT+ENV,2021-09-21 10:30:01
43920,Window,HUMIDITY,41.12,LIGHT+ENV,2021-09-21 10:32:01
43921,Window,TEMPERATURE,27.01,LIGHT+ENV,2021-09-21 10:32:01
43922,Window,PRESSURE,102800.67188,LIGHT+ENV,2021-09-21 10:32:01
43923,Window,LUX,6054.0,LIGHT+ENV,2021-09-21 10:32:01
43924,Window,TEMPERATURE,26.98,LIGHT+ENV,2021-09-21 10:34:01
43925,Window,HUMIDITY,41.23,LIGHT+ENV,2021-09-21 10:34:01
43926,Window,LUX,6454.0,LIGHT+ENV,2021-09-21 10:34:01
43927,Window,PRESSURE,102790.86719,LIGHT+ENV,2021-09-21 10:34:01
43931,Window,PRESSURE,102793.42188,LIGHT+ENV,2021-09-21 10:36:01
43930,Window,HUMIDITY,41.85,LIGHT+ENV,2021-09-21 10:36:01
43928,Window,LUX,7314.0,LIGHT+ENV,2021-09-21 10:36:01
43929,Window,TEMPERATURE,26.84,LIGHT+ENV,2021-09-21 10:36:01
43932,Window,LUX,5168.0,LIGHT+ENV,2021-09-21 10:38:01
43933,Window,PRESSURE,102786.96094,LIGHT+ENV,2021-09-21 10:38:01
43934,Window,HUMIDITY,41.92,LIGHT+ENV,2021-09-21 10:38:01
43935,Window,TEMPERATURE,26.89,LIGHT+ENV,2021-09-21 10:38:01
43936,Window,HUMIDITY,41.16,LIGHT+ENV,2021-09-21 10:40:01
43937,Window,LUX,4799.0,LIGHT+ENV,2021-09-21 10:40:01
43938,Window,TEMPERATURE,26.9,LIGHT+ENV,2021-09-21 10:40:01
43939,Window,PRESSURE,102783.89063,LIGHT+ENV,2021-09-21 10:40:01
43942,Window,TEMPERATURE,26.91,LIGHT+ENV,2021-09-21 10:42:02
43943,Window,LUX,4813.0,LIGHT+ENV,2021-09-21 10:42:02
43941,Window,HUMIDITY,41.33,LIGHT+ENV,2021-09-21 10:42:02
43940,Window,PRESSURE,102779.96094,LIGHT+ENV,2021-09-21 10:42:02
43944,Window,HUMIDITY,41.22,LIGHT+ENV,2021-09-21 10:44:02
43945,Window,PRESSURE,102783.59375,LIGHT+ENV,2021-09-21 10:44:02
43946,Window,TEMPERATURE,26.92,LIGHT+ENV,2021-09-21 10:44:02
43947,Window,LUX,4994.0,LIGHT+ENV,2021-09-21 10:44:02
43951,Window,TEMPERATURE,26.93,LIGHT+ENV,2021-09-21 10:46:02
43948,Window,HUMIDITY,41.42,LIGHT+ENV,2021-09-21 10:46:02
43949,Window,LUX,4340.0,LIGHT+ENV,2021-09-21 10:46:02
43950,Window,PRESSURE,102783.32813,LIGHT+ENV,2021-09-21 10:46:02
43952,Window,LUX,5114.0,LIGHT+ENV,2021-09-21 10:48:02
43953,Window,HUMIDITY,41.83,LIGHT+ENV,2021-09-21 10:48:02
43954,Window,TEMPERATURE,26.95,LIGHT+ENV,2021-09-21 10:48:02
43955,Window,PRESSURE,102783.85938,LIGHT+ENV,2021-09-21 10:48:02
43958,Window,PRESSURE,102777.15625,LIGHT+ENV,2021-09-21 10:50:02
43959,Window,TEMPERATURE,26.97,LIGHT+ENV,2021-09-21 10:50:02
43956,Window,LUX,4985.0,LIGHT+ENV,2021-09-21 10:50:02
43957,Window,HUMIDITY,41.34,LIGHT+ENV,2021-09-21 10:50:02
43961,Window,PRESSURE,102776.86719,LIGHT+ENV,2021-09-21 10:52:02
43962,Window,LUX,6010.0,LIGHT+ENV,2021-09-21 10:52:02
43960,Window,HUMIDITY,41.25,LIGHT+ENV,2021-09-21 10:52:02
43963,Window,TEMPERATURE,26.98,LIGHT+ENV,2021-09-21 10:52:02
43966,Window,TEMPERATURE,27.01,LIGHT+ENV,2021-09-21 10:54:02
43967,Window,PRESSURE,102773.5,LIGHT+ENV,2021-09-21 10:54:02
43965,Window,LUX,6811.0,LIGHT+ENV,2021-09-21 10:54:02
43964,Window,HUMIDITY,41.44,LIGHT+ENV,2021-09-21 10:54:02
43968,Window,HUMIDITY,42.2,LIGHT+ENV,2021-09-21 10:56:02
43969,Window,PRESSURE,102774.89844,LIGHT+ENV,2021-09-21 10:56:02
43970,Window,LUX,7659.0,LIGHT+ENV,2021-09-21 10:56:02
43971,Window,TEMPERATURE,27.04,LIGHT+ENV,2021-09-21 10:56:02
43972,Window,PRESSURE,102778.27344,LIGHT+ENV,2021-09-21 10:58:02
43973,Window,HUMIDITY,42.51,LIGHT+ENV,2021-09-21 10:58:02
43974,Window,TEMPERATURE,27.06,LIGHT+ENV,2021-09-21 10:58:02
43975,Window,LUX,6589.0,LIGHT+ENV,2021-09-21 10:58:02
43979,Window,LUX,7970.0,LIGHT+ENV,2021-09-21 11:00:02
43978,Window,PRESSURE,102779.9375,LIGHT+ENV,2021-09-21 11:00:02
43976,Window,TEMPERATURE,27.07,LIGHT+ENV,2021-09-21 11:00:02
43977,Window,HUMIDITY,41.65,LIGHT+ENV,2021-09-21 11:00:02
43980,Window,HUMIDITY,41.39,LIGHT+ENV,2021-09-21 11:02:02
43981,Window,LUX,7438.0,LIGHT+ENV,2021-09-21 11:02:02
43982,Window,PRESSURE,102781.60156,LIGHT+ENV,2021-09-21 11:02:02
43983,Window,TEMPERATURE,27.13,LIGHT+ENV,2021-09-21 11:02:02
43984,Window,PRESSURE,102786.96875,LIGHT+ENV,2021-09-21 11:04:02
43985,Window,TEMPERATURE,27.14,LIGHT+ENV,2021-09-21 11:04:02
43986,Window,HUMIDITY,41.54,LIGHT+ENV,2021-09-21 11:04:02
43987,Window,LUX,6962.0,LIGHT+ENV,2021-09-21 11:04:02
43991,Window,TEMPERATURE,27.15,LIGHT+ENV,2021-09-21 11:06:02
43990,Window,LUX,7085.0,LIGHT+ENV,2021-09-21 11:06:02
43989,Window,HUMIDITY,41.39,LIGHT+ENV,2021-09-21 11:06:02
43988,Window,PRESSURE,102773.79688,LIGHT+ENV,2021-09-21 11:06:02
43992,Window,HUMIDITY,41.54,LIGHT+ENV,2021-09-21 11:08:02
43993,Window,TEMPERATURE,27.2,LIGHT+ENV,2021-09-21 11:08:02
43994,Window,LUX,6857.0,LIGHT+ENV,2021-09-21 11:08:02
43995,Window,PRESSURE,102784.96875,LIGHT+ENV,2021-09-21 11:08:02
43996,Window,PRESSURE,102774.89063,LIGHT+ENV,2021-09-21 11:10:02
43997,Window,HUMIDITY,41.85,LIGHT+ENV,2021-09-21 11:10:02
43998,Window,TEMPERATURE,27.19,LIGHT+ENV,2021-09-21 11:10:02
43999,Window,LUX,7509.0,LIGHT+ENV,2021-09-21 11:10:02
44003,Window,HUMIDITY,42.05,LIGHT+ENV,2021-09-21 11:12:02
44002,Window,TEMPERATURE,27.21,LIGHT+ENV,2021-09-21 11:12:02
44001,Window,PRESSURE,102774.63281,LIGHT+ENV,2021-09-21 11:12:02
44000,Window,LUX,7451.0,LIGHT+ENV,2021-09-21 11:12:02
44004,Window,TEMPERATURE,27.27,LIGHT+ENV,2021-09-21 11:14:02
44005,Window,PRESSURE,102781.89063,LIGHT+ENV,2021-09-21 11:14:02
44006,Window,LUX,7348.0,LIGHT+ENV,2021-09-21 11:14:02
44007,Window,HUMIDITY,41.93,LIGHT+ENV,2021-09-21 11:14:02
44008,Window,TEMPERATURE,27.27,LIGHT+ENV,2021-09-21 11:16:02
44009,Window,LUX,7385.0,LIGHT+ENV,2021-09-21 11:16:02
44010,Window,PRESSURE,102771.52344,LIGHT+ENV,2021-09-21 11:16:02
44011,Window,HUMIDITY,42.12,LIGHT+ENV,2021-09-21 11:16:02
44014,Window,TEMPERATURE,27.29,LIGHT+ENV,2021-09-21 11:18:02
44015,Window,HUMIDITY,41.92,LIGHT+ENV,2021-09-21 11:18:02
44012,Window,LUX,6898.0,LIGHT+ENV,2021-09-21 11:18:02
44013,Window,PRESSURE,102768.42188,LIGHT+ENV,2021-09-21 11:18:02
44016,Window,LUX,5955.0,LIGHT+ENV,2021-09-21 11:20:02
44017,Window,HUMIDITY,41.76,LIGHT+ENV,2021-09-21 11:20:02
44018,Window,PRESSURE,102761.70313,LIGHT+ENV,2021-09-21 11:20:02
44019,Window,TEMPERATURE,27.3,LIGHT+ENV,2021-09-21 11:20:02
44020,Window,PRESSURE,102764.78125,LIGHT+ENV,2021-09-21 11:22:02
44021,Window,LUX,5523.0,LIGHT+ENV,2021-09-21 11:22:02
44022,Window,TEMPERATURE,27.28,LIGHT+ENV,2021-09-21 11:22:02
44023,Window,HUMIDITY,42.37,LIGHT+ENV,2021-09-21 11:22:02
44027,Window,HUMIDITY,42.33,LIGHT+ENV,2021-09-21 11:24:03
44026,Window,LUX,5342.0,LIGHT+ENV,2021-09-21 11:24:03
44025,Window,PRESSURE,102759.74219,LIGHT+ENV,2021-09-21 11:24:03
44024,Window,TEMPERATURE,27.3,LIGHT+ENV,2021-09-21 11:24:03
44028,Window,HUMIDITY,42.51,LIGHT+ENV,2021-09-21 11:26:03
44029,Window,LUX,5148.0,LIGHT+ENV,2021-09-21 11:26:03
44030,Window,TEMPERATURE,27.32,LIGHT+ENV,2021-09-21 11:26:03
44031,Window,PRESSURE,102751.89844,LIGHT+ENV,2021-09-21 11:26:03
44032,Window,LUX,5151.0,LIGHT+ENV,2021-09-21 11:28:03
44033,Window,TEMPERATURE,27.35,LIGHT+ENV,2021-09-21 11:28:03
44034,Window,PRESSURE,102754.11719,LIGHT+ENV,2021-09-21 11:28:03
44035,Window,HUMIDITY,42.24,LIGHT+ENV,2021-09-21 11:28:03
44038,Window,LUX,5764.0,LIGHT+ENV,2021-09-21 11:30:03
44039,Window,PRESSURE,102752.42188,LIGHT+ENV,2021-09-21 11:30:03
44036,Window,HUMIDITY,41.98,LIGHT+ENV,2021-09-21 11:30:03
44037,Window,TEMPERATURE,27.39,LIGHT+ENV,2021-09-21 11:30:03
44040,Window,TEMPERATURE,27.41,LIGHT+ENV,2021-09-21 11:32:03
44041,Window,LUX,6432.0,LIGHT+ENV,2021-09-21 11:32:03
44042,Window,HUMIDITY,42.4,LIGHT+ENV,2021-09-21 11:32:03
44043,Window,PRESSURE,102752.11719,LIGHT+ENV,2021-09-21 11:32:03
44044,Window,TEMPERATURE,27.43,LIGHT+ENV,2021-09-21 11:34:03
44045,Window,HUMIDITY,41.88,LIGHT+ENV,2021-09-21 11:34:03
44046,Window,PRESSURE,102747.07813,LIGHT+ENV,2021-09-21 11:34:03
44047,Window,LUX,6806.0,LIGHT+ENV,2021-09-21 11:34:03
44050,Window,TEMPERATURE,27.48,LIGHT+ENV,2021-09-21 11:36:03
